Format Version,1.21,Take Name,Take 2017-11-16 05.15.59 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-11-16 05.15.59 PM,Total Frames in Take,536,Total Exported Frames,536,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,,wand,wand,wand,wand,wand,wand,wand,wand
,,"8392B20CF49E35732","8392B20CF49E35732","8392B20CF49E35732","8392B20CF49E35732","8392B20CF49E35732","8392B20CF49E35732","8392B20CF49E35732","8392B20CF49E35732"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker
Frame,Time,X,Y,Z,W,X,Y,Z,
512,4.266667,0.025629,-0.030827,0.148040,-0.988169,-0.787925,1.333742,-2.064712,0.001076
513,4.275000,0.025625,-0.030837,0.148269,-0.988134,-0.788093,1.333483,-2.064845,0.001108
514,4.283333,0.025515,-0.030477,0.148280,-0.988146,-0.788081,1.333292,-2.064900,0.001079
515,4.291667,0.023798,-0.030403,0.147024,-0.988379,-0.788101,1.333589,-2.065228,0.001066
516,4.300000,0.025315,-0.030746,0.148712,-0.988078,-0.788618,1.332922,-2.065151,0.001073
517,4.308333,0.025172,-0.030658,0.148756,-0.988078,-0.788783,1.332734,-2.065284,0.001073
518,4.316667,0.024994,-0.030597,0.148781,-0.988081,-0.788954,1.332576,-2.065406,0.001083
519,4.325000,0.024378,-0.030976,0.148565,-0.988117,-0.789255,1.332571,-2.065675,0.001156
520,4.333333,0.024196,-0.031010,0.148613,-0.988113,-0.789437,1.332429,-2.065765,0.001140
521,4.341667,0.024005,-0.030641,0.148859,-0.988092,-0.789530,1.332256,-2.065852,0.001103
522,4.350000,0.024121,-0.030206,0.148886,-0.988099,-0.789630,1.332026,-2.066030,0.001128
523,4.358333,0.024022,-0.030266,0.148950,-0.988090,-0.789860,1.331908,-2.066137,0.001123
524,4.366667,0.024860,-0.031325,0.149185,-0.988000,-0.790441,1.331531,-2.066134,0.001145
525,4.375000,0.024623,-0.031028,0.149212,-0.988012,-0.790526,1.331422,-2.066256,0.001144
526,4.383333,0.024508,-0.030893,0.149308,-0.988004,-0.790660,1.331307,-2.066366,0.001134
527,4.391667,0.024434,-0.030820,0.149385,-0.987997,-0.790827,1.331164,-2.066482,0.001131
528,4.400000,0.023952,-0.030486,0.149181,-0.988050,-0.790820,1.331145,-2.066671,0.001122
529,4.408333,0.023768,-0.030523,0.149335,-0.988030,-0.790973,1.331066,-2.066805,0.001136
530,4.416667,0.021820,-0.029892,0.147674,-0.988343,-0.790617,1.331484,-2.067162,0.001136
531,4.425000,0.021614,-0.029850,0.147714,-0.988343,-0.790679,1.331422,-2.067307,0.001133
532,4.433333,0.021326,-0.030033,0.147917,-0.988314,-0.790790,1.331387,-2.067447,0.001134
533,4.441667,0.021337,-0.030152,0.148038,-0.988292,-0.790875,1.331276,-2.067563,0.001117
534,4.450000,0.023175,-0.031103,0.150073,-0.987914,-0.791469,1.330685,-2.067450,0.001125
535,4.458333,0.023056,-0.031413,0.150019,-0.987915,-0.791560,1.330624,-2.067599,0.001115
